SSID,BSSID,Protocol
'uniwide',08:cc:68:b5:8c:71,802.11n
'uniwide',08:cc:68:b5:8c:7e,802.11ac
'uniwide',08:cc:68:b5:98:ae,802.11ac
'uniwide',08:cc:68:b5:9f:7e,802.11ac
'uniwide',08:cc:68:b5:cb:01,802.11n
'uniwide',08:cc:68:b5:cb:0e,802.11ac
'uniwide',08:cc:68:b5:d4:0e,802.11ac
'uniwide',08:cc:68:b5:db:b1,802.11n
'uniwide',08:cc:68:b5:db:be,802.11ac
'uniwide',08:cc:68:b5:e8:41,802.11n
'uniwide',08:cc:68:b5:e8:4e,802.11ac
'uniwide',08:cc:68:b5:f4:ce,802.11ac
'uniwide',08:cc:68:b5:f7:7e,802.11ac
'uniwide',08:cc:68:b5:fb:1e,802.11ac
'uniwide',1c:e6:c7:0d:98:f1,802.11n
'uniwide',1c:e6:c7:0d:98:f6,802.11ac
'uniwide',1c:e6:c7:0d:98:fe,802.11n
'uniwide',1c:e6:c7:5b:30:66,802.11ac
'uniwide',1c:e6:c7:5b:30:6e,802.11n
'uniwide',1c:e6:c7:e0:1a:21,802.11n
'uniwide',1c:e6:c7:f0:16:4e,802.11n
'uniwide',1c:e6:c7:f0:21:36,802.11ac
'uniwide',1c:e6:c7:f0:21:3e,802.11n
'uniwide',4c:e1:76:f3:70:4e,802.11ac
'uniwide',54:78:1a:bf:70:e6,802.11ac
'uniwide',58:ac:78:a3:9c:1f,802.11ac
'uniwide',84:78:ac:98:48:41,802.11n
'uniwide',84:78:ac:98:48:4e,802.11n
'uniwide',b8:11:4b:83:32:2e,802.11ac
'UNSW Guest',08:cc:68:b4:52:8c,802.11ac
'UNSW Guest',08:cc:68:b4:57:9c,802.11ac
'UNSW Guest',08:cc:68:b4:60:0c,802.11ac
'UNSW Guest',08:cc:68:b4:77:c3,802.11n
'UNSW Guest',08:cc:68:b4:87:ac,802.11ac
'UNSW Guest',08:cc:68:b4:a8:fc,802.11ac
'UNSW Guest',08:cc:68:b4:b4:6c,802.11ac
'UNSW Guest',08:cc:68:b5:8c:7c,802.11ac
'UNSW Guest',08:cc:68:b5:98:ac,802.11ac
'UNSW Guest',08:cc:68:b5:9f:7c,802.11ac
'UNSW Guest',08:cc:68:b5:cb:0c,802.11ac
'UNSW Guest',08:cc:68:b5:e8:43,802.11n
'UNSW Guest',08:cc:68:b5:e8:4c,802.11ac
'UNSW Guest',08:cc:68:b5:ee:4c,802.11ac
'UNSW Guest',08:cc:68:b5:f4:cc,802.11ac
'UNSW Guest',08:cc:68:b5:fb:13,802.11n
'UNSW Guest',08:cc:68:b5:fb:1c,802.11ac
'UNSW Guest',1c:e6:c7:0d:5c:a3,802.11n
'UNSW Guest',1c:e6:c7:0d:98:f3,802.11n
'UNSW Guest',1c:e6:c7:3e:27:e4,802.11ac
'UNSW Guest',1c:e6:c7:5b:30:64,802.11ac
'UNSW Guest',1c:e6:c7:5b:30:6c,802.11n
'UNSW Guest',1c:e6:c7:e0:01:84,802.11ac
'UNSW Guest',1c:e6:c7:e0:1a:23,802.11n
'UNSW Guest',1c:e6:c7:e0:1a:2c,802.11n
'UNSW Guest',1c:e6:c7:f0:16:4c,802.11n
'UNSW Guest',1c:e6:c7:f0:21:34,802.11ac
'UNSW Guest',1c:e6:c7:f0:21:3c,802.11n
'UNSW Guest',4c:e1:76:f3:70:43,802.11n
'UNSW Guest',54:78:1a:bf:70:e4,802.11ac
'UNSW Guest',58:ac:78:a3:9c:1c,802.11ac
'UNSW Guest',84:78:ac:98:48:43,802.11n
'UNSW Guest',b8:11:4b:83:32:2c,802.11ac
'unswcode_uniwide_extender',00:31:92:08:6e:3f,802.11n
<HIDDEN>,00:ea:bd:e3:b3:55,802.11n
<HIDDEN>,00:ea:bd:e3:c1:3a,802.11ac
<HIDDEN>,08:cc:68:b4:98:0b,802.11ac
<HIDDEN>,08:cc:68:b4:98:0f,802.11ac
<HIDDEN>,08:cc:68:b5:c5:aa,802.11ac
<HIDDEN>,08:cc:68:b5:f7:3a,802.11ac
<HIDDEN>,1c:e6:c7:f0:20:2b,802.11n
'ConryTech_PrivateNetwork',b0:a7:b9:bf:1f:84,802.11n
'ConryTech_PrivateNetwork_5G',b0:a7:b9:bf:1f:86,802.11ac
'DIRECT-PPTABLET-M40CF7JEmsHk',82:b6:55:85:2d:43,802.11ax
'eduroam',00:ea:bd:e3:b3:5f,802.11ac
'eduroam',00:ea:bd:e3:c0:00,802.11n
'eduroam',00:ea:bd:e3:c1:3f,802.11ac
'eduroam',d0:72:dc:3a:fe:cf,802.11ac
'Global_Students',00:ea:bd:e3:c1:3d,802.11ac
'Global_Students',08:cc:68:b4:96:dc,802.11ac
'Global_Students',08:cc:68:b5:d0:5d,802.11ac
'Mad Pixel',fe:a9:e1:d9:d8:67,802.11ax
'uniwide',00:ea:bd:e3:c1:3e,802.11ac
'uniwide',08:cc:68:b4:93:a5,802.11n
'UNSW Guest',00:ea:bd:e3:c1:3c,802.11ac
'UNSW Guest',08:cc:68:b4:87:53,802.11n
'UNSW Guest',08:cc:68:b4:a7:2c,802.11ac
'UNSW Guest',08:cc:68:b5:f7:3c,802.11ac
'UNSW Guest',bc:26:c7:c7:6e:0c,802.11ac
<HIDDEN>,00:ea:bd:db:d2:45,802.11n
<HIDDEN>,08:cc:68:b4:7b:eb,802.11ac
<HIDDEN>,08:cc:68:b4:93:af,802.11ac
<HIDDEN>,08:cc:68:b4:96:3b,802.11ac
<HIDDEN>,08:cc:68:b4:96:3f,802.11ac
<HIDDEN>,08:cc:68:b5:30:9a,802.11ac
<HIDDEN>,40:ed:00:4b:68:42,802.11n
<HIDDEN>,84:78:ac:98:48:42,802.11ac
<HIDDEN>,84:78:ac:98:48:43,802.11ac
<HIDDEN>,a8:9d:21:85:19:e0,802.11n
<HIDDEN>,a8:9d:21:85:19:e4,802.11n
'eduroam',00:ea:bd:e3:c1:30,802.11n
'eduroam',08:cc:68:b4:7b:e1,802.11n
'eduroam',08:cc:68:b4:7b:ee,802.11ac
'eduroam',08:cc:68:b5:30:9f,802.11ac
'eduroam',a0:0f:37:4c:8c:6f,802.11ac
'Global_Students',00:ea:bd:db:d1:e2,802.11n
'Global_Students',a0:0f:37:4c:8c:6b,802.11ac
'uniwide',08:cc:68:b4:93:aa,802.11ac
'uniwide',08:cc:68:b4:96:dd,802.11ac
'uniwide',08:cc:68:b4:a7:2e,802.11ac
'uniwide',a0:0f:37:4c:8c:6e,802.11ac
'UNSW Guest',08:cc:68:b4:96:de,802.11ac
'UNSW Guest',08:cc:68:b5:c5:a3,802.11n
'UNSW Guest',40:ce:24:9c:96:0c,802.11ac
'UNSW Guest',70:0f:6a:0c:76:4c,802.11ac
'UNSW Guest',a0:0f:37:4c:8c:6c,802.11ac
<HIDDEN>,08:cc:68:b4:7d:1f,802.11ac
<HIDDEN>,08:cc:68:b4:bb:2d,802.11ac
<HIDDEN>,08:cc:68:b5:c6:ad,802.11ac
<HIDDEN>,08:cc:68:b5:db:9b,802.11ac
<HIDDEN>,08:cc:68:b5:ed:3d,802.11ac
<HIDDEN>,1c:e6:c7:5b:22:04,802.11n
<HIDDEN>,90:3a:72:be:b0:87,802.11ac
<HIDDEN>,d4:c9:3c:77:9a:5a,802.11ac
'ConryTech_PrivateNetwork_EXT2',50:0f:f5:f1:93:11,802.11n
'eduroam',08:cc:68:b5:d0:5f,802.11ac
'eduroam',08:cc:68:b5:db:9f,802.11ac
'Global_Students',08:cc:68:b5:c6:ab,802.11ac
'Global_Students',08:cc:68:b5:ed:3b,802.11ac
'Global_Students',08:cc:68:b5:f4:6b,802.11ac
'uniwide',08:cc:68:b5:8d:be,802.11ac
'uniwide',08:cc:68:b5:c1:6e,802.11ac
'uniwide',70:70:8b:04:58:ba,802.11ac
'UNSW Guest',08:cc:68:b5:35:cc,802.11ac
'UNSW Guest',54:78:1a:bf:63:dc,802.11n
<HIDDEN>,04:62:73:ae:fd:32,802.11n
<HIDDEN>,08:cc:68:b4:63:42,802.11n
<HIDDEN>,08:cc:68:b4:63:45,802.11n
<HIDDEN>,08:cc:68:b4:7e:e0,802.11n
<HIDDEN>,08:cc:68:b4:7e:ef,802.11ac
<HIDDEN>,08:cc:68:b4:81:2a,802.11ac
<HIDDEN>,08:cc:68:b4:b9:40,802.11n
<HIDDEN>,08:cc:68:b4:b9:4b,802.11ac
<HIDDEN>,08:cc:68:b4:db:12,802.11n
<HIDDEN>,08:cc:68:b5:8d:bb,802.11ac
<HIDDEN>,08:cc:68:b5:92:2d,802.11ac
<HIDDEN>,08:cc:68:b5:c1:6d,802.11ac
<HIDDEN>,08:cc:68:b5:e1:b0,802.11n
<HIDDEN>,08:cc:68:b5:e1:b4,802.11n
<HIDDEN>,08:cc:68:b5:f7:bf,802.11ac
<HIDDEN>,24:16:9d:23:f0:ca,802.11ac
<HIDDEN>,4c:e1:76:f3:53:65,802.11n
<HIDDEN>,70:70:8b:04:58:b0,802.11n
<HIDDEN>,70:70:8b:04:58:b4,802.11n
<HIDDEN>,a8:9d:21:71:d4:e2,802.11n
<HIDDEN>,bc:26:c7:c7:6d:84,802.11n
<HIDDEN>,fe:92:bf:58:5c:13,802.11ac
'eduroam',08:cc:68:b4:97:8e,802.11ac
'eduroam',08:cc:68:b4:b9:4e,802.11ac
'eduroam',08:cc:68:b4:db:10,802.11n
'eduroam',08:cc:68:b5:8d:f1,802.11n
'eduroam',08:cc:68:b5:92:20,802.11n
'eduroam',08:cc:68:b5:92:2f,802.11ac
'eduroam',08:cc:68:b5:f7:b1,802.11n
'eduroam',4c:e1:76:f3:53:60,802.11n
'eduroam',70:70:8b:04:58:b1,802.11n
'Global_Students',08:cc:68:b4:8f:d4,802.11n
'Global_Students',08:cc:68:b4:db:14,802.11n
'Global_Students',08:cc:68:b4:db:1b,802.11ac
'Global_Students',08:cc:68:b5:92:2b,802.11ac
'Global_Students',a8:9d:21:71:b2:54,802.11n
'InnovationCentralSydney',e4:55:a8:41:d5:72,802.11ax
'Jeff's Galaxy S22',66:9c:1a:ce:59:d3,802.11ac
'uniwide',08:cc:68:b4:b9:4a,802.11ac
'uniwide',08:cc:68:b4:db:11,802.11n
'uniwide',08:cc:68:b5:91:df,802.11ac
'uniwide',08:cc:68:b5:f7:ba,802.11ac
'uniwide',1c:e6:c7:5b:21:6e,802.11n
'uniwide',4c:e1:76:f3:53:61,802.11n
'uniwide',70:70:8b:04:58:b5,802.11n
'UNSW Guest',08:cc:68:b4:8c:43,802.11n
'UNSW Guest',08:cc:68:b4:8f:d3,802.11n
'UNSW Guest',08:cc:68:b4:9c:bc,802.11ac
'UNSW Guest',08:cc:68:b4:bb:2c,802.11ac
'UNSW Guest',08:cc:68:b5:db:9c,802.11ac
<HIDDEN>,00:2a:10:ff:52:80,802.11n
<HIDDEN>,00:2a:10:ff:52:8b,802.11ac
<HIDDEN>,00:2a:10:ff:52:8f,802.11ac
<HIDDEN>,04:62:73:ae:fd:3d,802.11ac
<HIDDEN>,08:cc:68:b4:7e:eb,802.11ac
<HIDDEN>,08:cc:68:b4:84:9b,802.11ac
<HIDDEN>,08:cc:68:b4:84:9f,802.11ac
<HIDDEN>,08:cc:68:b4:8c:f0,802.11n
<HIDDEN>,08:cc:68:b4:9c:3f,802.11ac
<HIDDEN>,08:cc:68:b5:8d:f0,802.11n
<HIDDEN>,08:cc:68:b5:9a:4b,802.11ac
<HIDDEN>,1c:e6:c7:e0:26:42,802.11n
<HIDDEN>,1c:e6:c7:e0:26:72,802.11ac
<HIDDEN>,1c:e6:c7:e0:26:75,802.11ac
<HIDDEN>,4c:e1:76:f3:53:62,802.11n
<HIDDEN>,4c:e1:76:f3:53:6a,802.11ac
<HIDDEN>,54:78:1a:bf:77:32,802.11ac
<HIDDEN>,84:78:ac:c0:1f:55,802.11n
'Blackvue900XPlus-E99FAD',00:25:42:e9:9f:ad,802.11ac
'eduroam',00:2a:10:ff:52:81,802.11n
'eduroam',00:2a:10:ff:52:8e,802.11ac
'eduroam',04:62:73:ae:fd:30,802.11n
'eduroam',08:cc:68:b4:64:01,802.11n
'eduroam',1c:e6:c7:e0:26:4f,802.11n
'Global_Students',08:cc:68:b4:8c:44,802.11n
'uniwide',00:2a:10:ff:52:8a,802.11ac
'uniwide',08:cc:68:b4:8c:41,802.11n
'uniwide',08:cc:68:b4:8c:f5,802.11n
'uniwide',08:cc:68:b4:98:5a,802.11ac
'uniwide',08:cc:68:b4:e4:7a,802.11ac
'uniwide',1c:e6:c7:e0:26:1e,802.11n
'uniwide',24:16:9d:23:fd:21,802.11n
'uniwide',58:ac:78:89:ec:10,802.11n
<HIDDEN>,08:cc:68:b4:72:ed,802.11ac
<HIDDEN>,08:cc:68:b4:92:6b,802.11ac
<HIDDEN>,08:cc:68:b4:98:5f,802.11ac
<HIDDEN>,58:97:1e:56:1e:8a,802.11n
<HIDDEN>,da:55:b8:41:d0:52,802.11ax
'Blackvue900XPlus-E81449',00:25:42:e8:14:49,802.11ac
'eduroam',08:cc:68:b4:b5:8e,802.11ac
'eduroam',08:cc:68:b5:9c:ae,802.11ac
'Global_Students',08:cc:68:b4:a1:a4,802.11n
'Global_Students',1c:e6:c7:e0:26:b3,802.11ac
'Global_Students',58:97:1e:b2:2b:3b,802.11n
'InnovationCentralSydney',e6:55:b8:41:d0:52,802.11ax
'Nokia C30',72:cb:06:7f:cd:5b,802.11n
'uniwide',08:cc:68:b4:72:ee,802.11ac
'uniwide',08:cc:68:b4:88:7a,802.11ac
'uniwide',08:cc:68:b4:c0:7e,802.11ac
'UNSW Guest',08:cc:68:b4:72:ec,802.11ac
<HIDDEN>,08:cc:68:b5:dd:fa,802.11ac
<HIDDEN>,20:3a:07:e4:c0:45,802.11n
<HIDDEN>,58:ac:78:5e:90:d2,802.11n
<HIDDEN>,58:ac:78:89:ec:12,802.11n
<HIDDEN>,84:78:ac:98:14:12,802.11n
<HIDDEN>,84:78:ac:98:14:15,802.11n
<HIDDEN>,84:78:ac:98:14:1a,802.11n
'AT_401_RAC_056905_WW_349d',26:e8:53:5b:34:9d,802.11n
'eduroam',08:cc:68:b4:8a:40,802.11n
'eduroam',1c:e6:c7:3e:d8:50,802.11n
'eduroam',1c:e6:c7:5b:8a:a0,802.11n
'eduroam',20:3a:07:e4:c0:40,802.11n
'eduroam',58:ac:78:5e:73:31,802.11n
'eduroam',84:78:ac:98:14:10,802.11n
'Global_Students',00:2c:c8:3e:52:84,802.11n
'Global_Students',1c:e6:c7:0d:fe:db,802.11n
'Global_Students',1c:e6:c7:3e:d8:54,802.11n
'Global_Students',20:3a:07:e4:c0:44,802.11n
'Global_Students',58:97:1e:56:1e:84,802.11n
'OMB G51 AV Control',f0:d1:a9:15:57:ae,802.11n
'Telstra1B85DF',d6:35:1d:1b:85:e7,802.11ac
'uniwide',08:cc:68:b5:dd:fe,802.11ac
'uniwide',1c:e6:c7:5b:8a:a1,802.11n
'uniwide',58:97:1e:56:1e:81,802.11n
'uniwide',58:ac:78:5e:73:30,802.11n
'uniwide',84:78:ac:98:14:11,802.11n
'UNSW Guest',08:cc:68:b4:a1:a3,802.11n
'UNSW Guest',08:cc:68:b4:c7:13,802.11n
'UNSW Guest',08:cc:68:b4:db:2c,802.11ac
'UNSW Guest',08:cc:68:b5:7f:b3,802.11n
'UNSW Guest',08:cc:68:b5:d4:13,802.11n
'UNSW Guest',08:cc:68:b5:dd:fc,802.11ac
'UNSW Guest',20:3a:07:e4:c0:43,802.11n
'UNSW Guest',58:ac:78:5e:73:33,802.11n
'UNSW Guest',58:ac:78:5e:90:d3,802.11n
'UNSW Guest',58:ac:78:9b:0d:13,802.11n
'UNSW Guest',84:78:ac:98:14:13,802.11n
'UNSW Guest',d0:72:dc:53:5d:43,802.11n
<HIDDEN>,08:cc:68:b4:a1:9a,802.11ac
<HIDDEN>,08:cc:68:b4:a6:72,802.11n
<HIDDEN>,08:cc:68:b4:a6:7d,802.11ac
<HIDDEN>,08:cc:68:b4:c0:72,802.11n
<HIDDEN>,08:cc:68:b4:c4:82,802.11n
<HIDDEN>,08:cc:68:b5:92:a2,802.11n
<HIDDEN>,08:cc:68:b5:92:aa,802.11ac
<HIDDEN>,1c:e6:c7:0d:57:4a,802.11n
<HIDDEN>,1c:e6:c7:5b:15:3a,802.11n
<HIDDEN>,1c:e6:c7:5b:2b:c2,802.11ac
<HIDDEN>,1c:e6:c7:5b:2b:c5,802.11ac
<HIDDEN>,1c:e6:c7:5b:89:34,802.11n
<HIDDEN>,54:78:1a:bf:6f:5a,802.11n
<HIDDEN>,56:af:97:2d:b9:25,802.11ax
<HIDDEN>,62:db:b7:9c:0d:e6,802.11ax
<HIDDEN>,62:db:b7:9c:0d:e7,802.11ax
<HIDDEN>,a0:0f:37:4c:54:42,802.11n
<HIDDEN>,a0:0f:37:4c:54:4a,802.11ac
<HIDDEN>,a0:0f:37:4c:54:4d,802.11ac
<HIDDEN>,a0:0f:37:4c:93:25,802.11n
<HIDDEN>,a0:55:4f:cf:eb:04,802.11n
<HIDDEN>,a0:55:4f:cf:eb:05,802.11n
<HIDDEN>,d0:21:f9:5f:78:4e,802.11ac
<HIDDEN>,d2:21:f9:1f:78:4d,802.11n
<HIDDEN>,d2:21:f9:2f:78:4e,802.11ac
<HIDDEN>,f0:9e:63:14:a0:eb,802.11n
'CFEH_Boardroom',00:04:56:ae:2b:91,802.11n
'eduroam',08:cc:68:b5:92:a0,802.11n
'eduroam',1c:e6:c7:5b:30:17,802.11ac
'eduroam',1c:e6:c7:5b:32:1f,802.11n
'eduroam',1c:e6:c7:f0:25:4f,802.11n
'eduroam',58:97:1e:56:57:2f,802.11n
'eduroam',84:78:ac:c0:5c:30,802.11n
'eduroam',a0:0f:37:4c:54:4f,802.11ac
'eduroam',a0:0f:37:4c:93:20,802.11n
'eduroam',a0:55:4f:cf:eb:0f,802.11n
'Global_Students',08:cc:68:b4:a6:7b,802.11ac
'Global_Students',08:cc:68:b4:ae:db,802.11ac
'Global_Students',08:cc:68:b5:92:a4,802.11n
'Global_Students',1c:e6:c7:5b:2b:cb,802.11n
'Global_Students',7c:0e:ce:de:4f:cc,802.11ac
'Global_Students',a0:55:4f:cf:eb:03,802.11n
'Global_Students',f0:9e:63:1d:d2:ec,802.11n
'KELC_UNIFI_WIFI',d0:21:f9:5f:78:4d,802.11n
'KELC_UNIFI_WIFI',d2:21:f9:1f:78:4e,802.11ac
'Optus_912338',5c:b1:3e:91:23:3a,802.11n
'TelstraF4FE49',bc:30:d9:f4:fe:4b,802.11n
'TP-LINK_666666',68:dd:b7:13:b7:63,802.11n
'TP-Link_B925',54:af:97:5d:b9:25,802.11ax
'uniwide',08:cc:68:b5:92:a1,802.11n
'uniwide',1c:e6:c7:5b:30:1e,802.11n
'uniwide',1c:e6:c7:5b:32:1e,802.11n
'uniwide',a0:55:4f:cf:eb:01,802.11n
'uniwide',a0:55:4f:cf:eb:0e,802.11n
'uniwide',f0:9e:63:1d:d2:ee,802.11n
'UNSW Guest',1c:e6:c7:5b:30:1c,802.11n
'UNSW Guest',84:78:ac:c0:4b:dc,802.11n
'UNSW Guest',a0:0f:37:4c:93:23,802.11n
'UNSW Guest',a0:55:4f:cf:eb:02,802.11n
'UNSW Guest',a0:55:4f:cf:eb:0d,802.11n
<HIDDEN>,08:cc:68:b4:a1:6d,802.11ac
<HIDDEN>,08:cc:68:b4:c1:ad,802.11ac
<HIDDEN>,08:cc:68:b5:f2:4d,802.11ac
<HIDDEN>,58:97:1e:56:4c:7a,802.11n
<HIDDEN>,84:78:ac:c0:5c:32,802.11ac
<HIDDEN>,84:78:ac:c0:5c:35,802.11ac
<HIDDEN>,d0:c7:89:67:82:b2,802.11n
<HIDDEN>,d4:c9:3c:b6:5e:e2,802.11n
<HIDDEN>,de:87:05:a0:75:5f,802.11n
<HIDDEN>,f0:9e:63:14:95:64,802.11n
<HIDDEN>,f0:9e:63:14:95:65,802.11n
<HIDDEN>,f0:9e:63:1d:f2:ab,802.11n
'B-Link',68:ff:7b:4d:34:22,802.11n
'DIRECT-44-HP M252 LaserJet',aa:6b:ad:7a:a6:44,802.11n
'eduroam',08:cc:68:b4:76:71,802.11n
'eduroam',1c:e6:c7:f0:1a:1f,802.11n
'eduroam',84:78:ac:c0:5c:37,802.11ac
'eduroam',f0:9e:63:14:95:60,802.11n
'eduroam',f0:9e:63:1d:f2:a0,802.11n
'Global_Students',08:cc:68:b4:ae:d4,802.11n
'Global_Students',08:cc:68:b5:8f:f4,802.11n
'Global_Students',1c:e6:c7:3e:60:c2,802.11n
'Global_Students',f0:9e:63:14:95:63,802.11n
'Global_Students',f0:9e:63:1d:f2:a3,802.11n
'Global_Students',f0:9e:63:1d:f2:ac,802.11n
'IROAD_TX9_4AF0C1',00:0f:00:4a:f0:c1,802.11n
'uniwide',08:cc:68:b4:76:70,802.11n
'uniwide',08:cc:68:b4:c1:af,802.11ac
'uniwide',08:cc:68:b5:f2:4e,802.11ac
'uniwide',f0:9e:63:14:95:61,802.11n
'uniwide',f0:9e:63:1d:f2:a1,802.11n
'uniwide',f0:9e:63:1d:f2:ae,802.11n
'UNSW Guest',08:cc:68:b4:76:73,802.11n
'UNSW Guest',08:cc:68:b4:a1:63,802.11n
'UNSW Guest',f0:9e:63:14:95:62,802.11n
'UNSW Guest',f0:9e:63:1d:f2:a2,802.11n
'UNSW Guest',f0:9e:63:1d:f2:ad,802.11n
'Youstill',ea:b7:d0:45:4a:67,802.11n
<HIDDEN>,08:cc:68:b4:92:5d,802.11ac
<HIDDEN>,f0:9e:63:14:7d:25,802.11n
<HIDDEN>,f0:9e:63:14:95:4a,802.11n
<HIDDEN>,f0:9e:63:14:95:4b,802.11n
'eduroam',f0:9e:63:14:95:4f,802.11n
'eduroam',f0:9e:63:1d:bf:00,802.11n
'Global_Students',18:e7:28:03:10:ac,802.11n
'Global_Students',5c:e1:76:0a:20:e3,802.11n
'Global_Students',f0:9e:63:14:95:4c,802.11n
'Global_Students',f0:9e:63:1d:ca:c3,802.11n
'ORBI93',c2:a5:11:3d:fb:4c,802.11ac
'uniwide',08:cc:68:b4:92:5e,802.11ac
'uniwide',f0:9e:63:14:7b:21,802.11n
'uniwide',f0:9e:63:14:7d:21,802.11n
'uniwide',f0:9e:63:14:95:4e,802.11n
'uniwide',f0:9e:63:1d:ca:c1,802.11n
'UNSW Guest',18:e7:28:03:10:ad,802.11n
'UNSW Guest',f0:9e:63:14:95:4d,802.11n
'UNSW Guest',f0:9e:63:1d:fb:4d,802.11n
<HIDDEN>,08:cc:68:b5:e9:0a,802.11ac
<HIDDEN>,08:cc:68:b5:e9:0d,802.11ac
'AT_401_RAC_056905_WW_0b61',26:e8:53:38:0b:61,802.11n
'AT_401_RAC_056905_WW_86b6',fa:b9:5a:cb:86:b6,802.11n
'eduroam',08:cc:68:b5:e9:0f,802.11ac
'eduroam',f0:9e:63:14:7d:20,802.11n
'HA Staff',7e:45:58:21:14:96,802.11n
'uniwide',08:cc:68:b5:e9:0e,802.11ac
'UNSW Guest',08:cc:68:b5:e9:0c,802.11ac
<HIDDEN>,f0:9e:63:14:7a:c5,802.11n
'AT_401_RAC_056905_WW_15cb',de:03:98:c7:15:cb,802.11n
'AT_401_RAC_056905_WW_f1d6',26:e8:53:37:f1:d6,802.11n
'Guest-Shalom',6c:aa:b3:84:55:38,802.11n
'uniwide',1c:e6:c7:3e:db:7e,802.11n
'Warrane Staff',78:45:58:1d:fa:37,802.11n
'Warrane Staff',78:45:58:1d:fb:e8,802.11n
'AT_401_RAC_056905_WW_8eda',de:03:98:c7:8e:da,802.11n
'Guest-Shalom',84:18:3a:98:4e:78,802.11n
'Shalom-staff',6c:aa:b3:c4:55:38,802.11n
<HIDDEN>,08:cc:68:b4:92:2a,802.11ac
<HIDDEN>,08:cc:68:b5:f6:9a,802.11ac
<HIDDEN>,ca:99:b2:a9:7f:bd,802.11ax
<HIDDEN>,f0:9e:63:14:a2:ea,802.11n
<HIDDEN>,f0:9e:63:14:a2:eb,802.11n
'eduroam',08:cc:68:b5:f6:9f,802.11ac
'Guest-Shalom',84:18:3a:98:b2:ec,802.11n
'Guest-Shalom',84:18:3a:98:c2:1c,802.11n
'LSAled10029351',e2:b5:ea:ae:e4:a2,802.11n
'Shalom-staff',84:18:3a:d8:2f:dc,802.11n
'Shalom-staff',84:18:3a:d8:b2:ec,802.11n
'Shalom-staff',84:18:3a:d8:c2:1c,802.11n
'Superloop-ShalomCollege',84:18:3a:18:c2:1d,802.11n
'TelstraF97FBA',c8:99:b2:f9:7f:bd,802.11ax
'uniwide',f0:9e:63:14:a2:ee,802.11n
'UNSW Guest',f0:9e:63:14:a2:ed,802.11n
<HIDDEN>,26:5a:4c:b5:79:fd,802.11n
<HIDDEN>,26:5a:4c:c5:79:fd,802.11n
<HIDDEN>,86:45:58:21:05:d4,802.11n
<HIDDEN>,86:45:58:21:0c:e6,802.11n
<HIDDEN>,86:45:58:21:19:9e,802.11n
<HIDDEN>,8a:45:58:1d:e8:d2,802.11n
<HIDDEN>,8a:45:58:1e:fe:05,802.11ac
<HIDDEN>,8a:45:58:21:05:d4,802.11n
<HIDDEN>,8a:45:58:21:0a:ca,802.11n
<HIDDEN>,8a:45:58:22:14:96,802.11ac
<HIDDEN>,8a:45:58:22:19:9e,802.11ac
<HIDDEN>,8e:45:58:22:14:96,802.11ac
<HIDDEN>,8e:45:58:22:19:9e,802.11ac
<HIDDEN>,c6:9e:38:70:b4:5b,802.11ac
<HIDDEN>,d4:20:b0:2e:ab:23,802.11ac
'AD_401_RAC_056905_WW-f17e',26:e8:53:37:f1:7e,802.11n
'AT_401_RAC_056905_WW_2271',26:e8:53:38:22:71,802.11n
'AT_401_RAC_056905_WW_833b',fa:b9:5a:57:83:3b,802.11n
'AT_401_RAC_056905_WW_98da',de:03:98:fd:98:da,802.11n
'AT_401_RAC_056905_WW_d50a',de:03:98:9f:d5:0a,802.11n
'AT_401_RAC_056905_WW_d686',de:03:98:9f:d6:86,802.11n
'BP_Public_WiFi',d4:20:b0:2e:ab:25,802.11ax
'HA Staff',7e:45:58:1d:ff:f6,802.11n
'HA Staff',82:45:58:22:05:d4,802.11ac
'HA Staff',82:45:58:22:0c:e6,802.11ac
'HA Staff',82:45:58:22:14:96,802.11ac
'RetailInternetBusiness',d4:20:b0:2e:ab:24,802.11ax
'SDN',fa:9e:38:70:b4:5b,802.11ac
'SDN-5',f2:9e:38:70:b4:5b,802.11ac
'SDN-Staff',fe:9e:28:70:b4:5b,802.11ac
'SDN-Staff',fe:9e:38:70:b4:5b,802.11ac
'SDN-VOICE',f6:9e:28:70:b8:95,802.11ac
'Telogis WIFI',00:0a:99:8b:b0:3e,802.11g
'TP-Link_2.4GHz_1FA64E',14:eb:b6:1f:a6:4e,802.11n
'UNSW Guest',08:cc:68:b4:92:2c,802.11ac
'Warrane Guest',26:5a:4c:b5:7d:0e,802.11ac
'Warrane Guest',82:45:58:21:14:96,802.11n
'Warrane Guest',86:45:58:22:05:d4,802.11ac
'Warrane Guest',86:45:58:22:14:96,802.11ac
'Warrane Guest',86:45:58:22:19:9e,802.11ac
'Warrane Staff',78:45:58:21:0c:e6,802.11n
'Warrane Staff',7e:45:58:22:05:d4,802.11ac
'Warrane Staff',7e:45:58:22:0a:ca,802.11ac
'WirelessNetwork',ea:9e:28:70:b8:95,802.11ac
'WirelessNetwork',ea:9e:38:70:b4:5b,802.11ac
'Yarraton-RS',f4:92:bf:cd:73:0e,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:5f:13:4c,802.11ac
'_Superloop-NewCollege5Ghz',d8:38:fc:cf:4c:ec,802.11ac
'_Superloop-NewCollege5Ghz',d8:38:fc:f4:8f:7c,802.11ac
