SSID,BSSID,Protocol
<HIDDEN>,08:cc:68:b5:35:c5,802.11n
<HIDDEN>,08:cc:68:b5:c6:a5,802.11n
<HIDDEN>,08:cc:68:b5:d0:5a,802.11ac
<HIDDEN>,08:cc:68:b5:db:94,802.11n
<HIDDEN>,1c:e6:c7:5b:21:74,802.11n
<HIDDEN>,a8:9d:21:71:b2:52,802.11n
'eduroam',00:ea:bd:e3:bc:2f,802.11ac
'eduroam',08:cc:68:b4:8a:8e,802.11ac
'eduroam',08:cc:68:b5:35:c0,802.11n
'Global_Students',08:cc:68:b5:35:c4,802.11n
'Global_Students',08:cc:68:b5:c1:64,802.11n
'uniwide',08:cc:68:b5:35:c1,802.11n
'uniwide',08:cc:68:b5:cc:c1,802.11n
'uniwide',54:78:1a:bf:63:d1,802.11n
<HIDDEN>,08:cc:68:b4:e4:74,802.11n
<HIDDEN>,08:cc:68:b5:8d:ff,802.11ac
<HIDDEN>,08:cc:68:b5:cc:92,802.11n
'Global_Students',4c:e1:76:f3:53:64,802.11n
'uniwide',08:cc:68:b5:8d:f5,802.11n
'UNSW Guest',4c:e1:76:f3:53:63,802.11n
'UNSW Guest',58:ac:78:45:30:5c,802.11ac
'UNSW Guest',84:78:ac:c0:1f:53,802.11n
'zzl',aa:8a:ec:aa:1e:66,802.11ax
<HIDDEN>,08:cc:68:b4:b9:7d,802.11ac
<HIDDEN>,08:cc:68:b5:8d:ba,802.11ac
<HIDDEN>,08:cc:68:b5:9c:af,802.11ac
<HIDDEN>,54:78:1a:bf:77:35,802.11n
<HIDDEN>,84:3d:c6:08:0c:74,802.11n
'eduroam',08:cc:68:b4:9c:bf,802.11ac
'eduroam',08:cc:68:b5:8d:bf,802.11ac
'eduroam',08:cc:68:b5:96:6e,802.11ac
'Global_Students',84:78:ac:98:11:bb,802.11n
'uniwide',00:2a:10:ff:f0:45,802.11n
'uniwide',08:cc:68:b5:96:65,802.11n
'uniwide',08:cc:68:b5:9c:aa,802.11ac
'UNSW Guest',08:cc:68:b4:6a:1c,802.11ac
'UNSW Guest',1c:e6:c7:e0:26:13,802.11n
'UNSW Guest',84:78:ac:98:4c:ec,802.11n
<HIDDEN>,1c:e6:c7:0d:fe:d2,802.11ac
<HIDDEN>,1c:e6:c7:0d:fe:d5,802.11ac
'Global_Students',1c:e6:c7:0d:fe:d3,802.11ac
'UNSW Guest',1c:e6:c7:0d:fe:d4,802.11ac
<HIDDEN>,08:cc:68:b4:b3:8d,802.11ac
<HIDDEN>,58:97:1e:56:57:2a,802.11n
<HIDDEN>,58:97:1e:56:57:2d,802.11n
'eduroam',08:cc:68:b4:a6:70,802.11n
'eduroam',1c:e6:c7:5b:15:37,802.11ac
'Global_Students',08:cc:68:b4:a6:74,802.11n
'Global_Students',58:97:1e:56:57:2b,802.11n
'Global_Students',a0:0f:37:4c:93:24,802.11n
'HUAWEI Mate 30 Pro 5G',66:6c:ea:af:70:ef,802.11ac
'uniwide',a0:0f:37:4c:93:21,802.11n
'UNSW Guest',08:cc:68:b4:a6:73,802.11n
'UNSW Guest',08:cc:68:b4:c1:a3,802.11n
<HIDDEN>,14:4d:67:be:ba:cc,802.11n
<HIDDEN>,58:97:1e:56:43:32,802.11n
<HIDDEN>,5c:e1:76:0a:20:e4,802.11n
<HIDDEN>,d0:c7:89:67:82:bd,802.11n
'uniwide',58:97:1e:56:43:30,802.11n
<HIDDEN>,18:e7:28:03:10:a5,802.11n
<HIDDEN>,f0:9e:63:14:ad:25,802.11n
<HIDDEN>,f0:9e:63:14:b0:ca,802.11n
<HIDDEN>,f0:9e:63:14:b0:cb,802.11n
'eduroam',18:e7:28:03:10:a0,802.11n
'eduroam',18:e7:28:03:10:af,802.11n
'eduroam',5c:e1:76:0a:21:2f,802.11ac
'Global_Students',08:cc:68:b4:bb:cb,802.11ac
'Global_Students',08:cc:68:b5:96:3b,802.11ac
'Global_Students',18:e7:28:03:10:a3,802.11n
'Global_Students',5c:e1:76:0a:21:2c,802.11ac
'Global_Students',f0:9e:63:14:b0:cc,802.11n
'UNSW Guest',18:e7:28:03:10:a2,802.11n
'UNSW Guest',5c:e1:76:0a:21:2d,802.11ac
'UNSW Guest',f0:9e:63:14:ad:22,802.11n
'AD_401_RAC_056905_WW-9307',de:03:98:fd:93:07,802.11n
'eduroam',08:cc:68:b5:9c:3f,802.11ac
<HIDDEN>,f0:9e:63:14:8a:44,802.11n
<HIDDEN>,f0:9e:63:14:8a:45,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:df:13:6c,802.11ac
'Anthony ',c2:cf:ba:97:7e:02,802.11ac
'Global_Students',f0:9e:63:14:8a:43,802.11n
'NC Admin',d8:38:fc:5f:13:6c,802.11ac
'UNSW Guest',f0:9e:63:14:8a:42,802.11n
<HIDDEN>,8a:45:58:21:1a:c7,802.11n
'AD_401_RAC_056905_WW-2275',26:e8:53:38:22:75,802.11n
'HA Staff',74:83:c2:b1:8c:93,802.11n
'HA Staff',7e:45:58:1d:f9:9f,802.11n
'HA Staff',7e:45:58:21:14:98,802.11n
'HA Staff',82:45:58:1e:ea:02,802.11ac
'Shapes B68A',82:8a:f7:16:b6:8a,802.11n
'Warrane Guest',82:45:58:1d:f9:9f,802.11n
'Warrane Guest',82:45:58:21:09:88,802.11n
'Warrane Staff',78:45:58:1d:f9:9f,802.11n
<HIDDEN>,c6:9e:28:70:b8:95,802.11ac
'AT_401_RAC_056905_WW_8c47',de:03:98:c7:8c:47,802.11n
'BP_Public_WiFi',d4:20:b0:2e:ac:95,802.11ax
'HA Staff',7e:45:58:21:04:01,802.11n
'HA Staff',fa:92:bf:cd:6f:00,802.11n
'SDN',fa:9e:38:70:b4:5f,802.11ac
'SDN-5',f2:9e:28:70:b8:95,802.11ac
'SDN-5',f2:9e:38:70:b4:5f,802.11ac
'SDN-Staff',fe:9e:38:70:b4:5f,802.11ac
'SDN-VOICE',f6:9e:38:70:b4:5f,802.11ac
'Telstra01A6',14:59:c0:66:59:bd,802.11n
'WirelessNetwork',ea:9e:38:70:b4:5f,802.11ac
'AT_401_RAC_056905_WW_03f5',de:03:98:6d:03:f5,802.11n
'AT_401_RAC_056905_WW_0751',de:03:98:c7:07:51,802.11n
'AT_401_RAC_056905_WW_8eee',de:03:98:c7:8e:ee,802.11n
'AT_401_RAC_056905_WW_98f4',de:03:98:c7:98:f4,802.11n
'AT_401_RAC_056905_WW_f69a',de:03:98:c6:f6:9a,802.11n
'DIRECT-76-HP ENVY Inspire 7200',86:69:93:d4:69:76,802.11n
<HIDDEN>,a8:9d:21:6f:d1:4a,802.11ac
' S23+',9e:ba:94:20:70:f8,802.11ac
'Global_Students',a8:9d:21:6f:d1:4d,802.11ac
<HIDDEN>,00:35:1a:3e:25:6d,802.11ac
<HIDDEN>,08:cc:68:b5:8c:8a,802.11ac
<HIDDEN>,1c:e6:c7:5b:3e:bd,802.11n
<HIDDEN>,c2:d3:1d:4b:21:53,802.11n
'eduroam',1c:e6:c7:0d:6c:d7,802.11ac
'UNSW Guest',00:35:1a:3e:25:6c,802.11ac
'UNSW Guest',08:cc:68:b4:5a:13,802.11n
'黄石锟的 iPhone',8a:b9:21:4c:35:8b,802.11ax
<HIDDEN>,08:cc:68:b4:8d:72,802.11n
<HIDDEN>,08:cc:68:b5:8c:8d,802.11ac
<HIDDEN>,1c:e6:c7:0d:6a:15,802.11ac
<HIDDEN>,94:a6:7e:57:21:67,802.11ax
'Global_Students',08:cc:68:b5:8c:8b,802.11ac
<HIDDEN>,08:cc:68:b5:d7:8a,802.11ac
<HIDDEN>,08:cc:68:b5:da:d5,802.11n
<HIDDEN>,08:cc:68:b5:f2:f2,802.11n
<HIDDEN>,f2:47:a3:55:c5:27,802.11ax
'Galaxy S21 FE 5G529a',3a:c3:e1:ea:a4:2c,802.11ac
'Galaxy Z Flip48A77',92:e6:5f:1f:f7:d6,802.11ac
'Global_Students',08:cc:68:b5:9c:3b,802.11ac
'Global_Students',58:97:1e:56:4d:24,802.11n
<HIDDEN>,84:78:ac:c0:52:aa,802.11n
'uniwide',a0:0f:37:4c:9f:80,802.11n
'uniwide',a8:9d:21:6f:d1:4f,802.11ac
<HIDDEN>,5e:73:a4:95:d6:a6,802.11ax
<HIDDEN>,8e:c2:80:23:0b:f5,802.11ax
'eduroam',84:78:ac:c0:35:21,802.11n
'UNSW Guest',70:df:2f:ea:82:a3,802.11n
<HIDDEN>,04:62:73:86:8d:db,802.11ac
<HIDDEN>,04:62:73:a9:ec:54,802.11n
<HIDDEN>,08:cc:68:b4:69:34,802.11n
'eduroam',04:62:73:86:8d:d1,802.11n
'eduroam',58:ac:78:b0:08:8e,802.11ac
'Global_Students',58:ac:78:a3:ab:02,802.11n
'Optus_A37700_5GHz',64:fd:96:a3:77:03,802.11ac
'TP-Link_DB54',b0:95:75:ea:db:54,802.11n
'uniwide',08:cc:68:b4:53:90,802.11n
'UNSW Guest',08:cc:68:b4:69:33,802.11n
'UNSW Guest',58:ac:78:a3:ab:03,802.11n
'WiFi-BC42',3c:84:6a:bc:bc:42,802.11n
<HIDDEN>,1c:e6:c7:0d:57:1b,802.11n
'UNSW Guest',04:62:73:a9:ec:53,802.11n
'_Superloop-NewCollege5Ghz',d8:38:fc:df:13:2c,802.11ac
'eduroam',08:cc:68:b4:69:e1,802.11n
'eduroam',08:cc:68:cc:26:be,802.11ac
'Global_Students',04:62:73:a9:ec:52,802.11n
'Maxine+DV+Car+Kit',00:e0:4c:81:8e:92,802.11n
'MeowPalace',34:e8:94:0e:bd:fd,802.11n
'NC Admin',d8:38:fc:5f:13:2c,802.11ac
'Superloop-New College',d8:38:fc:1f:13:2c,802.11ac
'Superloop-New College Village',c8:08:73:15:d1:08,802.11n
'Superloop-New College Village',c8:08:73:15:d8:58,802.11n
'Thinkware_88',d4:8a:3b:86:67:88,802.11n
'uniwide',04:62:73:a9:ec:50,802.11n
'uniwide',08:cc:68:cc:26:bf,802.11ac
<HIDDEN>,08:cc:68:b4:52:84,802.11n
<HIDDEN>,08:cc:68:b5:db:b2,802.11n
<HIDDEN>,08:cc:68:b5:db:b5,802.11n
<HIDDEN>,1c:e6:c7:0d:6e:da,802.11n
<HIDDEN>,1c:e6:c7:3e:d4:fa,802.11n
<HIDDEN>,1c:e6:c7:3e:d4:fb,802.11n
<HIDDEN>,54:78:1a:bf:62:4a,802.11n
<HIDDEN>,d4:c9:3c:c1:a5:c5,802.11n
'Duratec-Guest',78:45:58:1a:69:cd,802.11n
'eduroam',08:cc:68:b5:ee:4f,802.11ac
'eduroam',1c:e6:c7:5b:83:37,802.11ac
'eduroam',4c:e1:76:f3:70:40,802.11n
'eduroam',d4:c9:3c:c1:a5:c0,802.11n
'Global_Students',08:cc:68:b5:ee:4b,802.11ac
'Global_Students',08:cc:68:cc:25:2b,802.11ac
'Global_Students',1c:e6:c7:3e:d4:fd,802.11n
'Global_Students',54:78:1a:bf:63:dd,802.11n
'honeypot',22:60:0f:aa:53:ad,802.11ax
'My iPhone',2a:4b:09:64:7b:e0,802.11ax
'uniwide',08:cc:68:b4:6d:51,802.11n
'uniwide',54:78:1a:bf:62:4e,802.11n
'uniwide',d4:c9:3c:c1:a5:c1,802.11n
'UNSW Guest',1c:e6:c7:3e:d4:fc,802.11n
'UNSW Guest',d4:c9:3c:c1:a5:c3,802.11n
<HIDDEN>,1c:e6:c7:f0:20:22,802.11ac
<HIDDEN>,54:78:1a:bf:a6:eb,802.11n
'503A Meeting Room',5c:ea:1d:27:d7:2b,802.11ac
'eduroam',08:cc:68:b4:89:0e,802.11ac
'Global_Students',1c:e6:c7:f0:20:25,802.11ac
'iPhone',7a:72:51:29:d0:95,802.11ax
'Sofia’s iPhone',5a:c6:03:dd:7f:8c,802.11ax
'uniwide',1c:e6:c7:f0:20:21,802.11n
<HIDDEN>,00:b7:71:16:ea:c5,802.11n
<HIDDEN>,08:cc:68:b4:bb:2a,802.11ac
<HIDDEN>,72:32:b1:fd:81:ba,802.11n
'DIRECT-af-HP M15 LaserJet',82:e8:2c:a7:ce:af,802.11n
'Global_Students',00:b7:71:16:ea:c2,802.11n
'Optus_4387',f0:51:36:4f:2e:40,802.11n
'SONOS-AwgDBwAAI1yq/SISUAA=',5e:aa:fd:22:12:50,802.11g
'TP-Link_81BA',60:32:b1:fd:81:ba,802.11n
'uniwide',08:cc:68:b4:84:2d,802.11ac
'UNSW Guest',08:cc:68:b4:e4:8c,802.11ac
<HIDDEN>,08:cc:68:b4:7d:1b,802.11ac
<HIDDEN>,08:cc:68:b4:82:74,802.11n
<HIDDEN>,08:cc:68:b4:db:15,802.11n
<HIDDEN>,1c:e6:c7:3e:5a:85,802.11n
<HIDDEN>,bc:26:c7:c7:6d:85,802.11n
'eduroam',00:ea:bd:65:f5:30,802.11n
'eduroam',08:cc:68:b4:82:7e,802.11ac
'eduroam',54:78:1a:bf:68:66,802.11ac
'uniwide',08:cc:68:b5:30:91,802.11n
'uniwide',1c:e6:c7:5b:21:71,802.11n
'uniwide',54:78:1a:bf:68:67,802.11ac
'UNSW Guest',08:cc:68:b5:ed:33,802.11n
'UNSW Guest',54:78:1a:bf:68:64,802.11ac
'UNSW Guest',a8:9d:21:71:b2:53,802.11n
'UNSW Guest',bc:26:c7:c7:6d:83,802.11n
<HIDDEN>,08:cc:68:b4:87:84,802.11n
<HIDDEN>,08:cc:68:b4:b9:44,802.11n
<HIDDEN>,08:cc:68:b5:91:dd,802.11ac
<HIDDEN>,08:cc:68:b5:db:95,802.11n
'Blackvue750GPRO-E499AE',00:25:42:e4:99:ae,802.11n
'eduroam',08:cc:68:b4:7d:1e,802.11ac
'eduroam',08:cc:68:b4:8c:f1,802.11n
'eduroam',08:cc:68:b4:b9:41,802.11n
'eduroam',08:cc:68:b5:8d:b0,802.11n
'eduroam',08:cc:68:b5:db:90,802.11n
'uniwide',08:cc:68:b5:92:21,802.11n
'UNSW Guest',08:cc:68:b5:db:93,802.11n
<HIDDEN>,08:cc:68:b5:8d:fb,802.11ac
<HIDDEN>,08:cc:68:b5:f7:b0,802.11n
<HIDDEN>,4e:50:78:9d:b7:f7,802.11n
'MOTOR-ONE_M2_B4BC55',1c:bf:ce:b4:bc:55,802.11n
'pixE.L',62:e3:7b:fb:1c:a6,802.11ax
'Pixel_5967',e6:11:19:ac:ef:27,802.11ax
<HIDDEN>,00:2a:10:ff:56:04,802.11n
<HIDDEN>,08:cc:68:b4:68:e5,802.11n
<HIDDEN>,84:78:ac:c0:1f:52,802.11n
'AMX',00:24:b2:8c:7e:a8,802.11g
'eduroam',08:cc:68:b4:5a:f0,802.11n
'Global_Students',08:cc:68:b4:72:eb,802.11ac
'Pixel_9927',2a:a6:0e:4a:bb:86,802.11ax
'📱',86:fa:90:d4:9e:14,802.11ac
<HIDDEN>,08:cc:68:b4:88:55,802.11n
<HIDDEN>,08:cc:68:b4:db:22,802.11n
<HIDDEN>,58:ac:78:9b:0d:12,802.11n
'eduroam',58:ac:78:9b:0d:11,802.11n
'Global_Students',08:cc:68:b4:6a:14,802.11n
'TG02B-080109030621',2e:20:5f:54:37:01,802.11n
'uniwide',08:cc:68:b4:b3:81,802.11n
'uniwide',20:3a:07:e4:c0:41,802.11n
'uniwide',58:ac:78:a3:a1:90,802.11n
'UNSW Guest',58:ac:78:89:d4:b3,802.11n
'睡软床会腰疼',2a:27:57:0d:f3:8a,802.11ax
<HIDDEN>,08:cc:68:b4:bf:22,802.11n
<HIDDEN>,4a:5f:08:aa:5a:f1,802.11ax
<HIDDEN>,84:78:ac:c0:5c:35,802.11n
<HIDDEN>,d0:21:f9:8d:10:c8,802.11ac
<HIDDEN>,d2:21:f9:ad:10:c8,802.11ac
<HIDDEN>,ea:6e:44:9f:ef:fd,802.11ax
'CFEH_Boardroom',00:04:56:ad:dd:61,802.11n
'CFEH_Staff',00:04:56:ad:af:70,802.11ac
'CFEH_Staff',00:04:56:ad:dd:60,802.11n
'ChinaNo.1',62:51:26:fd:8f:c2,802.11ac
'ChinaNo.1',c2:82:35:be:bb:c2,802.11ac
'eduroam',08:cc:68:b4:bf:20,802.11n
'eduroam',7c:0e:ce:de:4f:c0,802.11n
'eduroam',f0:9e:63:14:7b:2f,802.11n
'eduroam',f0:9e:63:1d:fd:20,802.11n
'EXETEL 1FEFFC 5G',e8:6e:44:1f:ef:fd,802.11ax
'Global_Students',1c:e6:c7:5b:2b:c4,802.11n
'Global_Students',7c:0e:ce:de:4f:c3,802.11n
'uniwide',08:cc:68:b4:bf:21,802.11n
'uniwide',5c:e1:76:0a:4f:ce,802.11ac
'uniwide',f0:9e:63:14:a0:ee,802.11n
'UNSW Guest',58:97:1e:56:57:24,802.11ac
<HIDDEN>,5c:e1:76:0a:15:45,802.11n
'CarAP_TOB5H',02:08:22:52:07:fc,802.11n
'ANFF_STAFF',9a:a6:7e:50:ca:74,802.11ax
'Calyce-2.4GHZ',a2:b5:3c:c5:8d:7f,802.11ax
'Shania’s iPhone',82:7c:b7:e2:1f:4e,802.11ax
<HIDDEN>,08:cc:68:b5:48:0a,802.11ac
'Chromecast0604.v, 0x4368726f6d6563617374303630342e762c},802.(null)
'Global_Students',08:cc:68:b5:f6:9b,802.11ac
'uniwide',f0:9e:63:1d:f7:ee,802.11n
'UNSW Guest',08:cc:68:b4:92:23,802.11n
'UNSW Guest',08:cc:68:b5:48:0c,802.11ac
'UNSW Guest',f0:9e:63:1d:f1:42,802.11n
<HIDDEN>,08:cc:68:b4:52:2d,802.11ac
<HIDDEN>,f0:9e:63:1d:ff:04,802.11n
'Global_Students',f0:9e:63:1d:ff:03,802.11n
'Guest-Shalom',84:18:3a:98:4e:7c,802.11n
'uniwide',08:cc:68:b5:f6:9e,802.11ac
'UNSW Guest',f0:9e:63:1d:ff:02,802.11n
<HIDDEN>,f0:9e:63:1d:ff:05,802.11n
'WifiOfNorbac',a8:63:7d:af:ef:e8,802.11ax
<HIDDEN>,86:45:58:1d:ea:02,802.11n
<HIDDEN>,8a:45:58:1d:ea:02,802.11n
<HIDDEN>,02:92:bf:ce:73:82,802.11ac
<HIDDEN>,06:92:bf:ce:73:82,802.11ac
<HIDDEN>,7e:83:c2:b2:8c:93,802.11ac
<HIDDEN>,8e:45:58:22:18:b7,802.11ac
'homenet-Plus',34:47:d4:48:b3:4e,802.11n
'Routers of Rohan 5G',b4:b0:24:6f:56:c0,802.11ac
'SDN',f8:9e:28:70:b8:95,802.11ac
'Warrane Guest',86:45:58:22:18:b7,802.11ac
'Warrane Staff',26:5a:4c:95:7d:0e,802.11ac
<HIDDEN>,82:7c:b7:e2:1f:4e,802.11ax
'Optus_C2A70C',64:fd:96:c2:a7:0f,802.11ac
<HIDDEN>,08:cc:68:b5:48:0d,802.11ac
<HIDDEN>,1c:e6:c7:0d:6c:d2,802.11ac
<HIDDEN>,1e:1e:be:5b:14:a7,802.11n
'eduroam',08:cc:68:b4:8d:70,802.11n
'eduroam',08:cc:68:b5:8c:8f,802.11ac
'NetComm 9796',d0:db:b7:a9:48:86,802.11ax
'Galaxy S22 Ultra4E4A',26:3e:6a:47:ab:90,802.11n
<HIDDEN>,08:cc:68:b4:9a:5a,802.11ac
'Global_Students',08:cc:68:b5:de:cd,802.11ac
'iPhone',5e:d6:93:08:c4:51,802.11ax
'UNSW Guest',08:cc:68:b4:8d:73,802.11n
<HIDDEN>,1c:e6:c7:5b:5a:5b,802.11n
<HIDDEN>,84:78:ac:98:4d:3a,802.11n
<HIDDEN>,8e:74:55:73:b6:04,802.11n
'uniwide',84:78:ac:98:4d:37,802.11ac
'uniwide',84:78:ac:c0:61:3f,802.11n
'UNSW Guest',84:78:ac:c0:52:ac,802.11n
<HIDDEN>,08:cc:68:b4:50:14,802.11n
<HIDDEN>,08:cc:68:b4:53:94,802.11n
<HIDDEN>,08:cc:68:b4:90:b5,802.11n
<HIDDEN>,08:cc:68:b4:9d:74,802.11n
<HIDDEN>,58:ac:78:a3:ab:05,802.11n
<HIDDEN>,58:ac:78:b0:08:8b,802.11ac
'Blackvue750S-84CFD7',00:25:42:84:cf:d7,802.11n
'eduroam',08:cc:68:cc:3b:81,802.11n
'eduroam',1c:e6:c7:0d:57:10,802.11n
'eduroam',58:ac:78:af:f2:e1,802.11n
'Global_Students',08:cc:68:cc:26:b2,802.11n
'TelstraCE9FED',f8:ab:05:ce:9f:f3,802.11n
'uniwide',08:cc:68:cc:3b:80,802.11n
'UNSW Guest',08:cc:68:b4:90:b3,802.11n
'UNSW Guest',08:cc:68:b4:91:b3,802.11n
<HIDDEN>,08:cc:68:b4:68:5a,802.11ac
<HIDDEN>,a8:9d:21:71:b8:bb,802.11ac
'_Superloop-NewCollegeVillage5GHz',c8:08:73:15:d5:6c,802.11ac
'Blackvue900XPlus-E944C8',00:25:42:e9:44:c8,802.11ac
'不想告诉你我名字...',7a:b6:c7:93:b7:ff,802.11ac
<HIDDEN>,08:cc:68:b4:69:7b,802.11ac
<HIDDEN>,08:cc:68:b4:77:ca,802.11ac
<HIDDEN>,08:cc:68:b5:a4:8d,802.11ac
<HIDDEN>,08:cc:68:b5:e8:42,802.11n
<HIDDEN>,1c:e6:c7:3e:d4:f2,802.11ac
'AndroidAPEAA7',4a:29:e3:4e:0e:5e,802.11n
'eduroam',08:cc:68:b4:77:c0,802.11n
'eduroam',1c:e6:c7:3e:d4:ff,802.11n
'Global_Students',1c:e6:c7:3e:d4:f5,802.11ac
'Pixel_5830',26:e6:2d:53:73:f7,802.11ax
'uniwide',08:cc:68:b4:a1:1e,802.11ac
'uniwide',08:cc:68:b5:ee:4e,802.11ac
'uniwide',08:cc:68:b5:f3:9e,802.11ac
'uniwide',08:cc:68:cc:3d:ce,802.11ac
'uniwide',1c:e6:c7:f0:16:41,802.11n
'uniwide',58:ac:78:b0:31:30,802.11n
'uniwide',b8:11:4b:83:32:21,802.11n
'UNSW Guest',08:cc:68:b5:a4:8c,802.11ac
'UNSW Guest',1c:e6:c7:3e:d4:f4,802.11ac
'檬's Galaxy A14 5G',22:2a:ab:e7:ed:6c,802.11ac
<HIDDEN>,08:cc:68:b4:93:ab,802.11ac
<HIDDEN>,40:ce:24:9c:96:0a,802.11ac
'eduroam',08:cc:68:b4:93:31,802.11n
'MitchellPhone',e2:b0:aa:dd:92:cb,802.11ax
'T5G_4hH268_5GHz',c8:ea:f8:be:65:3d,802.11ax
'uniwide',08:cc:68:b4:96:35,802.11n
'uniwide',08:cc:68:b5:98:8e,802.11ac
<HIDDEN>,08:cc:68:b4:93:30,802.11n
<HIDDEN>,08:cc:68:b4:93:34,802.11n
<HIDDEN>,54:78:1a:bf:66:2a,802.11n
<HIDDEN>,54:78:1a:bf:66:2b,802.11n
<HIDDEN>,54:78:1a:bf:6a:ba,802.11n
<HIDDEN>,54:78:1a:bf:7e:24,802.11n
<HIDDEN>,6a:22:32:1a:96:3f,802.11ax
<HIDDEN>,f8:c2:88:b1:d2:eb,802.11ac
<HIDDEN>,fc:ec:da:3b:02:57,802.11n
'eduroam',1c:e6:c7:5b:93:0f,802.11n
'eduroam',54:78:1a:bf:66:27,802.11ac
'eduroam',54:78:1a:bf:66:2f,802.11n
'eduroam',54:78:1a:bf:6a:bf,802.11n
'eduroam',54:78:1a:bf:7e:27,802.11ac
'eduroam',54:78:1a:bf:7e:2f,802.11n
'Global_Students',54:78:1a:bf:66:25,802.11ac
'Global_Students',54:78:1a:bf:7e:25,802.11ac
'Jo-Fi',82:5d:6d:79:f6:5a,802.11ac
'Prodipto's Galaxy S22+',8a:34:1a:dd:9e:75,802.11n
'SCIENTIA_ICINEMA_5G',66:22:32:1a:96:3f,802.11ax
'uniwide',1c:e6:c7:5b:93:0e,802.11n
'uniwide',1c:e6:c7:f0:20:2e,802.11n
'uniwide',54:78:1a:bf:66:26,802.11ac
'uniwide',54:78:1a:bf:7e:26,802.11ac
'uniwide',54:78:1a:bf:7e:2e,802.11n
'uniwide',d4:c9:3c:c1:aa:2e,802.11ac
'UNSW Guest',08:cc:68:b4:84:2e,802.11ac
'UNSW Guest',54:78:1a:bf:66:24,802.11ac
'UNSW Guest',54:78:1a:bf:66:2c,802.11n
'UNSW Guest',54:78:1a:bf:6a:bc,802.11n
'UNSW Guest',54:78:1a:bf:7e:23,802.11n
'UNSW Guest',54:78:1a:bf:7e:24,802.11ac
<HIDDEN>,08:cc:68:b4:5b:2a,802.11ac
<HIDDEN>,08:cc:68:b4:bd:9b,802.11ac
<HIDDEN>,08:cc:68:b5:bd:fb,802.11ac
'eduroam',08:cc:68:b4:5b:2f,802.11ac
'eduroam',1c:e6:c7:3e:5a:87,802.11ac
'Global_Students',08:cc:68:b4:bb:2b,802.11ac
'Global_Students',1c:e6:c7:3e:5a:85,802.11ac
'uniwide',1c:e6:c7:3e:5a:86,802.11ac
'UNSW Guest',1c:e6:c7:3e:5a:84,802.11ac
<HIDDEN>,00:ea:bd:db:ce:b5,802.11n
'eduroam',08:cc:68:b4:9c:3e,802.11ac
'eduroam',08:cc:68:b4:9f:3e,802.11ac
'eduroam',08:cc:68:b5:8d:fe,802.11ac
'eduroam',08:cc:68:b5:e1:be,802.11ac
'iPhone (104)',26:81:bc:1d:f5:34,802.11n
'Sagar’s iPhone',1a:5f:7a:4d:77:a2,802.11ax
'uniwide',08:cc:68:b4:9f:3a,802.11ac
<HIDDEN>,00:2a:10:ff:52:84,802.11n
<HIDDEN>,08:cc:68:b4:84:94,802.11n
<HIDDEN>,1c:e6:c7:e0:26:45,802.11n
'uniwide',58:ac:78:5e:6b:10,802.11n
<HIDDEN>,08:cc:68:b4:76:2a,802.11ac
<HIDDEN>,08:cc:68:b4:7f:ff,802.11ac
<HIDDEN>,08:cc:68:b4:88:7f,802.11ac
<HIDDEN>,58:ac:78:89:d4:bd,802.11ac
<HIDDEN>,6e:d7:9a:c7:04:a0,802.11n
'Blackvue750S-F3B248',00:25:42:f3:b2:48,802.11n
'eduroam',00:2a:10:ff:56:01,802.11n
'eduroam',08:cc:68:b4:76:2f,802.11ac
'eduroam',08:cc:68:b4:88:71,802.11n
'eduroam',08:cc:68:b5:96:61,802.11n
'eduroam',08:cc:68:b5:e8:be,802.11ac
'TheNewGuyNextDoor LAN',04:42:1a:47:69:68,802.11ax
'uniwide',08:cc:68:b4:c0:71,802.11n
'uniwide',58:ac:78:89:d4:bf,802.11ac
'UNSW Guest',08:cc:68:b4:68:e3,802.11n
<HIDDEN>,08:cc:68:b4:a1:aa,802.11ac
<HIDDEN>,1c:e6:c7:3e:d8:5d,802.11n
'uniwide',1c:e6:c7:e0:20:01,802.11n
<HIDDEN>,08:cc:68:b4:76:72,802.11n
<HIDDEN>,08:cc:68:b4:bd:d5,802.11n
<HIDDEN>,08:cc:68:b4:bd:da,802.11ac
<HIDDEN>,1c:e6:c7:0d:57:45,802.11ac
<HIDDEN>,f0:9e:63:14:a0:ea,802.11n
<HIDDEN>,f0:9e:63:1d:d2:e4,802.11n
<HIDDEN>,f0:9e:63:1d:d2:e5,802.11n
<HIDDEN>,f0:9e:63:1d:d2:eb,802.11n
<HIDDEN>,f0:9e:63:1d:fd:24,802.11n
<HIDDEN>,f0:9e:63:1d:fd:25,802.11n
'Global_Students',f0:9e:63:14:a0:ec,802.11n
'Global_Students',f0:9e:63:1d:fd:23,802.11n
'uniwide',7c:0e:ce:de:4f:c1,802.11n
'UNSW Guest',08:cc:68:b4:bd:dc,802.11ac
'UNSW Guest',f0:9e:63:14:a0:ed,802.11n
<HIDDEN>,08:cc:68:b4:c1:a2,802.11n
<HIDDEN>,58:ac:78:5e:73:32,802.11n
'eduroam',f0:9e:63:14:89:e0,802.11n
'UNSW Guest',f0:9e:63:14:89:e2,802.11n
'USR-W610_0B98',9c:a5:25:ee:0b:98,802.11n
